"","uniprot","genesymbol","pathway","pathway_id"
"432","O14788","TNFSF11","NF-kappa B signaling pathway","hsa04064"
"433","O43557","TNFSF14","NF-kappa B signaling pathway","hsa04064"
"434","Q9Y275","TNFSF13B","NF-kappa B signaling pathway","hsa04064"
"435","Q9NZJ0","DTL","NF-kappa B signaling pathway","hsa04064"
"436","Q04759","PRKCQ","NF-kappa B signaling pathway","hsa04064"
"437","P05771","PRKCB","NF-kappa B signaling pathway","hsa04064"
"438","O43318","MAP3K7","NF-kappa B signaling pathway","hsa04064"
"439","O14920","IKBKB","NF-kappa B signaling pathway","hsa04064"
"440","P43403","ZAP70","NF-kappa B signaling pathway","hsa04064"
"441","P43405","SYK","NF-kappa B signaling pathway","hsa04064"
"442","Q99558","MAP3K14","NF-kappa B signaling pathway","hsa04064"
"443","O15111","CHUK","NF-kappa B signaling pathway","hsa04064"
"444","P68400","CSNK2A1","NF-kappa B signaling pathway","hsa04064"
"445","P19838","NFKB1","NF-kappa B signaling pathway","hsa04064"
"446","P25942","CD40","NF-kappa B signaling pathway","hsa04064"
"447","Q13490","BIRC2","NF-kappa B signaling pathway","hsa04064"
"448","Q14258","TRIM25","NF-kappa B signaling pathway","hsa04064"
"449","Q92838","EDA","NF-kappa B signaling pathway","hsa04064"
"450","Q9UNE0","EDAR","NF-kappa B signaling pathway","hsa04064"
"451","Q8WWZ3","EDARADD","NF-kappa B signaling pathway","hsa04064"
"452","Q9NQC7","CYLD","NF-kappa B signaling pathway","hsa04064"
"453","P01375","TNF","TNF signaling pathway","hsa04668"
"454","P19438","TNFRSF1A","TNF signaling pathway","hsa04668"
"455","Q12933","TRAF2","TNF signaling pathway","hsa04668"
"456","O43318","MAP3K7","TNF signaling pathway","hsa04668"
"457","O14733","MAP2K7","TNF signaling pathway","hsa04668"
"458","P45983","MAPK8","TNF signaling pathway","hsa04668"
"459","P46734","MAP2K3","TNF signaling pathway","hsa04668"
"460","Q16539","MAPK14","TNF signaling pathway","hsa04668"
"461","P41279","MAP3K8","TNF signaling pathway","hsa04668"
"462","Q02750","MAP2K1","TNF signaling pathway","hsa04668"
"463","P28482","MAPK1","TNF signaling pathway","hsa04668"
"464","O75676","RPS6KA4","TNF signaling pathway","hsa04668"
"465","Q99558","MAP3K14","TNF signaling pathway","hsa04668"
"466","O14920","IKBKB","TNF signaling pathway","hsa04668"
"467","P25963","NFKBIA","TNF signaling pathway","hsa04668"
"468","Q13546","RIPK1","TNF signaling pathway","hsa04668"
"469","Q13490","BIRC2","TNF signaling pathway","hsa04668"
"470","Q96J02","ITCH","TNF signaling pathway","hsa04668"
"471","O15519","CFLAR","TNF signaling pathway","hsa04668"
"472","Q15628","TRADD","TNF signaling pathway","hsa04668"
"473","Q13158","FADD","TNF signaling pathway","hsa04668"
"474","Q92851","CASP10","TNF signaling pathway","hsa04668"
"475","Q14790","CASP8","TNF signaling pathway","hsa04668"
"476","Q99683","MAP3K5","TNF signaling pathway","hsa04668"
"477","Q9Y572","RIPK3","TNF signaling pathway","hsa04668"
"478","Q8NB16","MLKL","TNF signaling pathway","hsa04668"
"479","Q96HS1","PGAM5","TNF signaling pathway","hsa04668"
"480","P19838","NFKB1","TNF signaling pathway","hsa04668"
"481","P01374","LTA","TNF signaling pathway","hsa04668"
"482","P20333","TNFRSF1B","TNF signaling pathway","hsa04668"
"483","P42336","PIK3CA","TNF signaling pathway","hsa04668"
"484","O15111","CHUK","TNF signaling pathway","hsa04668"
"485","Q5VWQ8","DAB2IP","TNF signaling pathway","hsa04668"
"486","P10914","IRF1","TNF signaling pathway","hsa04668"
"487","P05231","IL6","HIF-1 signaling pathway","hsa04066"
"488","P14210","HGF","HIF-1 signaling pathway","hsa04066"
"489","P01579","IFNG","HIF-1 signaling pathway","hsa04066"
"490","P01133","EGF","HIF-1 signaling pathway","hsa04066"
"491","Q02750","MAP2K1","HIF-1 signaling pathway","hsa04066"
"492","P28482","MAPK1","HIF-1 signaling pathway","hsa04066"
"493","P42336","PIK3CA","HIF-1 signaling pathway","hsa04066"
"494","P42345","MTOR","HIF-1 signaling pathway","hsa04066"
"495","P23443","RPS6KB1","HIF-1 signaling pathway","hsa04066"
"496","Q9HBH9","MKNK2","HIF-1 signaling pathway","hsa04066"
"497","P17252","PRKCA","HIF-1 signaling pathway","hsa04066"
"498","Q9UQM7","CAMK2A","HIF-1 signaling pathway","hsa04066"
"499","Q96KS0","EGLN2","HIF-1 signaling pathway","hsa04066"
"500","P08887","IL6R","HIF-1 signaling pathway","hsa04066"
"501","O00206","TLR4","HIF-1 signaling pathway","hsa04066"
"502","P15260","IFNGR1","HIF-1 signaling pathway","hsa04066"
"503","Q15118","PDK1","HIF-1 signaling pathway","hsa04066"
"504","P40763","STAT3","HIF-1 signaling pathway","hsa04066"
"505","P19838","NFKB1","HIF-1 signaling pathway","hsa04066"
"506","P00533","EGFR","HIF-1 signaling pathway","hsa04066"
"507","Q9Y243","AKT3","HIF-1 signaling pathway","hsa04066"
"508","Q13541","EIF4EBP1","HIF-1 signaling pathway","hsa04066"
"509","P36897","TGFBR1","FoxO signaling pathway","hsa04068"
"510","Q13485","SMAD4","FoxO signaling pathway","hsa04068"
"511","Q15831","STK11","FoxO signaling pathway","hsa04068"
"512","P01137","TGFB1","FoxO signaling pathway","hsa04068"
"513","P05019","IGF1","FoxO signaling pathway","hsa04068"
"514","P01308","INS","FoxO signaling pathway","hsa04068"
"515","P08069","IGF1R","FoxO signaling pathway","hsa04068"
"516","P06213","INSR","FoxO signaling pathway","hsa04068"
"517","P35568","IRS1","FoxO signaling pathway","hsa04068"
"518","O15530","PDPK1","FoxO signaling pathway","hsa04068"
"519","Q15118","PDK1","FoxO signaling pathway","hsa04068"
"520","Q6A1A2","PDPK2P","FoxO signaling pathway","hsa04068"
"521","Q9Y243","AKT3","FoxO signaling pathway","hsa04068"
"522","P01133","EGF","FoxO signaling pathway","hsa04068"
"523","P00533","EGFR","FoxO signaling pathway","hsa04068"
"524","P62993","GRB2","FoxO signaling pathway","hsa04068"
"525","Q07889","SOS1","FoxO signaling pathway","hsa04068"
"526","P14210","HGF","FoxO signaling pathway","hsa04068"
"527","P01112","HRAS","FoxO signaling pathway","hsa04068"
"528","P01116","KRAS","FoxO signaling pathway","hsa04068"
"529","P10398","ARAF","FoxO signaling pathway","hsa04068"
"530","Q02750","MAP2K1","FoxO signaling pathway","hsa04068"
"531","O15111","CHUK","FoxO signaling pathway","hsa04068"
"532","P05231","IL6","FoxO signaling pathway","hsa04068"
"533","P22301","IL10","FoxO signaling pathway","hsa04068"
"534","Q13255","GRM1","FoxO signaling pathway","hsa04068"
"535","Q9NSC5","HOMER3","FoxO signaling pathway","hsa04068"
"536","Q99490","AGAP2","FoxO signaling pathway","hsa04068"
"537","P11229","CHRM1","Calcium signaling pathway","hsa04020"
"538","P38405","GNAL","Calcium signaling pathway","hsa04020"
"539","P17612","PRKACA","Calcium signaling pathway","hsa04020"
"540","P26678","PLN","Calcium signaling pathway","hsa04020"
"541","P00533","EGFR","Calcium signaling pathway","hsa04020"
"542","Q8TD86","CALML6","Calcium signaling pathway","hsa04020"
"543","P46020","PHKA1","Calcium signaling pathway","hsa04020"
"544","Q08209","PPP3CA","Calcium signaling pathway","hsa04020"
"545","O00622","CCN1","Calcium signaling pathway","hsa04020"
"546","Q08828","ADCY1","Calcium signaling pathway","hsa04020"
"547","Q8N3E9","PLCD3","Calcium signaling pathway","hsa04020"
"548","Q9NQ66","PLCB1","Calcium signaling pathway","hsa04020"
"549","P19174","PLCG1","Calcium signaling pathway","hsa04020"
"550","Q9P212","PLCE1","Calcium signaling pathway","hsa04020"
"551","Q86YW0","PLCZ1","Calcium signaling pathway","hsa04020"
"552","P28907","CD38","Calcium signaling pathway","hsa04020"
"553","Q9Y271","CYSLTR1","Calcium signaling pathway","hsa04020"
"554","P29992","GNA11","Calcium signaling pathway","hsa04020"
"555","Q8IU85","CAMK1D","Calcium signaling pathway","hsa04020"
"556","P0DP08","IGHV4-38-2","Calcium signaling pathway","hsa04020"
"557","P23327","HRC","Calcium signaling pathway","hsa04020"
"558","P01133","EGF","Calcium signaling pathway","hsa04020"
"559","Q8N3E9","PLCD3","Phosphatidylinositol signaling system","hsa04070"
"560","Q9Y2I7","PIKFYVE","Phosphatidylinositol signaling system","hsa04070"
"561","P00746","CFD","Phosphatidylinositol signaling system","hsa04070"
"562","P60484","PTEN","Phosphatidylinositol signaling system","hsa04070"
"563","Q99973","TEP1","Phosphatidylinositol signaling system","hsa04070"
"564","O14735","CDIPT","Phosphatidylinositol signaling system","hsa04070"
"565","O00443","PIK3C2A","Phosphatidylinositol signaling system","hsa04070"
"566","P48426","PIP4K2A","Phosphatidylinositol signaling system","hsa04070"
"567","P42336","PIK3CA","Phosphatidylinositol signaling system","hsa04070"
"568","O60331","PIP5K1C","Phosphatidylinositol signaling system","hsa04070"
"569","P42356","PI4KA","Phosphatidylinositol signaling system","hsa04070"
"570","P32019","INPP5B","Phosphatidylinositol signaling system","hsa04070"
"571","Q92835","INPP5D","Phosphatidylinositol signaling system","hsa04070"
"572","Q96PE3","INPP4A","Phosphatidylinositol signaling system","hsa04070"
"573","Q8NFU5","IPMK","Phosphatidylinositol signaling system","hsa04070"
"574","Q9H8X2","IPPK","Phosphatidylinositol signaling system","hsa04070"
"575","Q14642","INPP5A","Phosphatidylinositol signaling system","hsa04070"
"576","P49441","INPP1","Phosphatidylinositol signaling system","hsa04070"
"577","Q13496","MTM1","Phosphatidylinositol signaling system","hsa04070"
"578","P29218","IMPA1","Phosphatidylinositol signaling system","hsa04070"
"579","P23677","ITPKA","Phosphatidylinositol signaling system","hsa04070"
"580","O43314","PPIP5K2","Phosphatidylinositol signaling system","hsa04070"
"581","Q96PC2","IP6K3","Phosphatidylinositol signaling system","hsa04070"
"582","Q9Y2H2","INPP5F","Phosphatidylinositol signaling system","hsa04070"
"583","P01133","EGF","Phospholipase D signaling pathway","hsa04072"
"584","P04085","PDGFA","Phospholipase D signaling pathway","hsa04072"
"585","P21583","KITLG","Phospholipase D signaling pathway","hsa04072"
"586","P01308","INS","Phospholipase D signaling pathway","hsa04072"
"587","P00533","EGFR","Phospholipase D signaling pathway","hsa04072"
"588","P62993","GRB2","Phospholipase D signaling pathway","hsa04072"
"589","Q13480","GAB1","Phospholipase D signaling pathway","hsa04072"
"590","P98077","SHC2","Phospholipase D signaling pathway","hsa04072"
"591","Q06124","PTPN11","Phospholipase D signaling pathway","hsa04072"
"592","Q07889","SOS1","Phospholipase D signaling pathway","hsa04072"
"593","P14210","HGF","Phospholipase D signaling pathway","hsa04072"
"594","P62070","RRAS2","Phospholipase D signaling pathway","hsa04072"
"595","Q12967","RALGDS","Phospholipase D signaling pathway","hsa04072"
"596","P11233","RALA","Phospholipase D signaling pathway","hsa04072"
"597","Q15382","RHEB","Phospholipase D signaling pathway","hsa04072"
"598","Q9Y243","AKT3","Phospholipase D signaling pathway","hsa04072"
"599","Q92574","TSC1","Phospholipase D signaling pathway","hsa04072"
"600","P84077","ARF1","Phospholipase D signaling pathway","hsa04072"
"601","P61586","RHOA","Phospholipase D signaling pathway","hsa04072"
"602","P04049","RAF1","Phospholipase D signaling pathway","hsa04072"
"603","Q02750","MAP2K1","Phospholipase D signaling pathway","hsa04072"
"604","P12319","FCER1A","Phospholipase D signaling pathway","hsa04072"
"605","P06241","FYN","Phospholipase D signaling pathway","hsa04072"
"606","Q9H2G2","SLK","Phospholipase D signaling pathway","hsa04072"
"607","P43405","SYK","Phospholipase D signaling pathway","hsa04072"
"608","P17252","PRKCA","Phospholipase D signaling pathway","hsa04072"
"609","P17612","PRKACA","Phospholipase D signaling pathway","hsa04072"
"610","P01185","AVP","Phospholipase D signaling pathway","hsa04072"
"611","P10145","CXCL8","Phospholipase D signaling pathway","hsa04072"
"612","P43657","LPAR6","Phospholipase D signaling pathway","hsa04072"
"613","Q03113","GNA12","Phospholipase D signaling pathway","hsa04072"
"614","Q14289","PTK2B","Phospholipase D signaling pathway","hsa04072"
"615","Q14344","GNA13","Phospholipase D signaling pathway","hsa04072"
"616","Q9UIA0","CYTH4","Phospholipase D signaling pathway","hsa04072"
"617","P84996","GNAS","Phospholipase D signaling pathway","hsa04072"
"618","O95467","GNAS","Phospholipase D signaling pathway","hsa04072"
"619","P63092","GNAS","Phospholipase D signaling pathway","hsa04072"
"620","Q5JWF2","GNAS","Phospholipase D signaling pathway","hsa04072"
"621","O95398","RAPGEF3","Phospholipase D signaling pathway","hsa04072"
"622","Q9UQC2","GAB2","Phospholipase D signaling pathway","hsa04072"
"623","P00734","F2","Phospholipase D signaling pathway","hsa04072"
"624","P01019","AGT","Phospholipase D signaling pathway","hsa04072"
"625","O15530","PDPK1","Sphingolipid signaling pathway","hsa04071"
"626","Q15118","PDK1","Sphingolipid signaling pathway","hsa04071"
"627","Q6A1A2","PDPK2P","Sphingolipid signaling pathway","hsa04071"
"628","P04049","RAF1","Sphingolipid signaling pathway","hsa04071"
"629","Q02750","MAP2K1","Sphingolipid signaling pathway","hsa04071"
"630","P01375","TNF","Sphingolipid signaling pathway","hsa04071"
"631","P19438","TNFRSF1A","Sphingolipid signaling pathway","hsa04071"
"632","Q92636","NSMAF","Sphingolipid signaling pathway","hsa04071"
"633","Q15628","TRADD","Sphingolipid signaling pathway","hsa04071"
"634","P06241","FYN","Sphingolipid signaling pathway","hsa04071"
"635","Q9H2G2","SLK","Sphingolipid signaling pathway","hsa04071"
"636","Q9UQC2","GAB2","Sphingolipid signaling pathway","hsa04071"
"637","Q13393","PLD1","Sphingolipid signaling pathway","hsa04071"
"638","P30542","ADORA1","Sphingolipid signaling pathway","hsa04071"
"639","P63096","GNAI1","Sphingolipid signaling pathway","hsa04071"
"640","Q02156","PRKCE","Sphingolipid signaling pathway","hsa04071"
"641","P28482","MAPK1","Sphingolipid signaling pathway","hsa04071"
"642","Q9NQ66","PLCB1","Sphingolipid signaling pathway","hsa04071"
"643","Q12933","TRAF2","Sphingolipid signaling pathway","hsa04071"
"644","P55957","BID","Sphingolipid signaling pathway","hsa04071"
"645","Q99683","MAP3K5","Sphingolipid signaling pathway","hsa04071"
"646","Q9Y243","AKT3","Sphingolipid signaling pathway","hsa04071"
"647","P07339","CTSD","Sphingolipid signaling pathway","hsa04071"
"648","P45983","MAPK8","Sphingolipid signaling pathway","hsa04071"
"649","Q16539","MAPK14","Sphingolipid signaling pathway","hsa04071"
"650","P21453","S1PR1","Sphingolipid signaling pathway","hsa04071"
"651","O95136","S1PR2","Sphingolipid signaling pathway","hsa04071"
"652","Q99500","S1PR3","Sphingolipid signaling pathway","hsa04071"
"653","O95977","S1PR4","Sphingolipid signaling pathway","hsa04071"
"654","Q9H228","S1PR5","Sphingolipid signaling pathway","hsa04071"
"655","P01112","HRAS","Sphingolipid signaling pathway","hsa04071"
"656","P42336","PIK3CA","Sphingolipid signaling pathway","hsa04071"
"657","P50148","GNAQ","Sphingolipid signaling pathway","hsa04071"
"658","Q7Z7K0","CMC1","Sphingolipid signaling pathway","hsa04071"
"659","Q14344","GNA13","Sphingolipid signaling pathway","hsa04071"
"660","P61586","RHOA","Sphingolipid signaling pathway","hsa04071"
"661","Q13464","ROCK1","Sphingolipid signaling pathway","hsa04071"
"662","Q05513","PRKCZ","Sphingolipid signaling pathway","hsa04071"
"663","Q9Y5P8","PPP2R3B","Sphingolipid signaling pathway","hsa04071"
"664","P10415","BCL2","Sphingolipid signaling pathway","hsa04071"
"665","P12319","FCER1A","Sphingolipid signaling pathway","hsa04071"
"666","P01042","KNG1","Sphingolipid signaling pathway","hsa04071"
"667","P01215","CGA","cAMP signaling pathway","hsa04024"
"668","P01303","NPY","cAMP signaling pathway","hsa04024"
"669","Q9UBU3","GHRL","cAMP signaling pathway","hsa04024"
"670","P41586","ADCYAP1R1","cAMP signaling pathway","hsa04024"
"671","P84996","GNAS","cAMP signaling pathway","hsa04024"
"672","O95467","GNAS","cAMP signaling pathway","hsa04024"
"673","P63092","GNAS","cAMP signaling pathway","hsa04024"
"674","Q5JWF2","GNAS","cAMP signaling pathway","hsa04024"
"675","P11229","CHRM1","cAMP signaling pathway","hsa04024"
"676","O95398","RAPGEF3","cAMP signaling pathway","hsa04024"
"677","P62070","RRAS2","cAMP signaling pathway","hsa04024"
"678","P62834","RAP1A","cAMP signaling pathway","hsa04024"
"679","Q13009","TIAM1","cAMP signaling pathway","hsa04024"
"680","P63000","RAC1","cAMP signaling pathway","hsa04024"
"681","P17612","PRKACA","cAMP signaling pathway","hsa04024"
"682","P61586","RHOA","cAMP signaling pathway","hsa04024"
"683","Q8TD86","CALML6","cAMP signaling pathway","hsa04024"
"684","P63096","GNAI1","cAMP signaling pathway","hsa04024"
"685","Q16566","CAMK4","cAMP signaling pathway","hsa04024"
"686","Q9UD71","PPP1R1B","cAMP signaling pathway","hsa04024"
"687","P62136","PPP1CA","cAMP signaling pathway","hsa04024"
"688","Q13464","ROCK1","cAMP signaling pathway","hsa04024"
"689","P04049","RAF1","cAMP signaling pathway","hsa04024"
"690","Q02750","MAP2K1","cAMP signaling pathway","hsa04024"
"691","P28482","MAPK1","cAMP signaling pathway","hsa04024"
"692","O14974","PPP1R12A","cAMP signaling pathway","hsa04024"
"693","O43889","CREB3","cAMP signaling pathway","hsa04024"
"694","P10071","GLI3","cAMP signaling pathway","hsa04024"
"695","P19838","NFKB1","cAMP signaling pathway","hsa04024"
"696","P48436","SOX9","cAMP signaling pathway","hsa04024"
"697","Q9HD15","SRA1","cAMP signaling pathway","hsa04024"
"698","Q07869","PPARA","cAMP signaling pathway","hsa04024"
"699","O95644","NFATC1","cAMP signaling pathway","hsa04024"
"700","Q8WWN8","ARAP3","cAMP signaling pathway","hsa04024"
"701","P42336","PIK3CA","cAMP signaling pathway","hsa04024"
"702","P15056","BRAF","cAMP signaling pathway","hsa04024"
"703","P18509","ADCYAP1","cAMP signaling pathway","hsa04024"
"704","P01282","VIP","cAMP signaling pathway","hsa04024"
"705","P01189","POMC","cAMP signaling pathway","hsa04024"
"706","P01275","GCG","cAMP signaling pathway","hsa04024"
"707","P09681","GIP","cAMP signaling pathway","hsa04024"
"708","P01160","NPPA","cAMP signaling pathway","hsa04024"
"709","P05305","EDN1","cAMP signaling pathway","hsa04024"
"710","P61278","SST","cAMP signaling pathway","hsa04024"
"711","P01178","OXT","cAMP signaling pathway","hsa04024"
"712","P06850","CRH","cAMP signaling pathway","hsa04024"
"713","Q86YW7","GPHB5","cAMP signaling pathway","hsa04024"
"714","P25100","ADRA1D","cGMP-PKG signaling pathway","hsa04022"
"715","P35348","ADRA1A","cGMP-PKG signaling pathway","hsa04022"
"716","P29992","GNA11","cGMP-PKG signaling pathway","hsa04022"
"717","Q13976","PRKG1","cGMP-PKG signaling pathway","hsa04022"
"718","Q8TD86","CALML6","cGMP-PKG signaling pathway","hsa04022"
"719","Q02156","PRKCE","cGMP-PKG signaling pathway","hsa04022"
"720","P30411","BDKRB2","cGMP-PKG signaling pathway","hsa04022"
"721","P41143","OPRD1","cGMP-PKG signaling pathway","hsa04022"
"722","P30542","ADORA1","cGMP-PKG signaling pathway","hsa04022"
"723","P63096","GNAI1","cGMP-PKG signaling pathway","hsa04022"
"724","P01308","INS","cGMP-PKG signaling pathway","hsa04022"
"725","P06213","INSR","cGMP-PKG signaling pathway","hsa04022"
"726","P35568","IRS1","cGMP-PKG signaling pathway","hsa04022"
"727","Q5UE93","PIK3R6","cGMP-PKG signaling pathway","hsa04022"
"728","P08588","ADRB1","cGMP-PKG signaling pathway","hsa04022"
"729","Q14344","GNA13","cGMP-PKG signaling pathway","hsa04022"
"730","Q86YV6","MYLK4","cGMP-PKG signaling pathway","hsa04022"
"731","P04049","RAF1","cGMP-PKG signaling pathway","hsa04022"
"732","Q02750","MAP2K1","cGMP-PKG signaling pathway","hsa04022"
"733","Q9Y243","AKT3","cGMP-PKG signaling pathway","hsa04022"
"734","Q13464","ROCK1","cGMP-PKG signaling pathway","hsa04022"
